CONS_NO,AREA_ID,FLAG,risk_level,risk_score,estimated_loss,theft_reason
37BBFCF96C1A9FF4B63BB4B0A3E8C878,Area_D,1,Medium,0.7,0.0,"Long zero consumption pattern, Much lower usage than nearby consumers"
2345E491E741D6D60089BA73AE0BFD35,Area_D,1,Medium,0.6367292528313686,4872.7405797101455,"Long zero consumption pattern, Sudden abnormal usage drops"
0AD91AED502EEC62BDC5A5880CCD9DEB,Area_D,1,Medium,0.6419533423101461,1037.365507246378,"Long zero consumption pattern, Much lower usage than nearby consumers"
BF58CD54CA0B4E3A8FD1209E09493F77,Area_D,1,Medium,0.5678134833131682,405.8153623188408,Much lower usage than nearby consumers
2784394B34492EF0D868028C887E263C,Area_C,1,Medium,0.517643283323678,2906.704347826088,
8D32642A92C55B4F7C7DE4DD5CD13BAD,Area_B,1,Medium,0.5403081213266275,1669.6115942028996,Much lower usage than nearby consumers
89F19286C28AF5EC6B36CAEC408CCCA1,Area_B,1,Medium,0.652185320278388,207.0924637681159,"Long zero consumption pattern, Much lower usage than nearby consumers"
522CD12E4FD07B23C55E2E2F475D4AB0,Area_C,1,Medium,0.606015792770396,960.7814492753622,Much lower usage than nearby consumers
C4915D7E6F71A05A21DCA56AA28EE9D6,Area_B,1,Medium,0.5293712898571712,1182.2776811594217,Much lower usage than nearby consumers
024BF86C8D931ABAAF626317DC2E67DA,Area_C,1,Medium,0.5077514868961701,1067.6947826086962,Much lower usage than nearby consumers
1C090A25BA5991349EB940D839A3084A,Area_D,1,Medium,0.6411032645830187,773.1591304347828,"Long zero consumption pattern, Much lower usage than nearby consumers"
69347E9D3953D22D3C52B964B1270935,Area_C,1,Medium,0.6417630669688092,164.55275362318832,"Long zero consumption pattern, Much lower usage than nearby consumers"
C2D753CC4560F1A6A9099F6859E6E728,Area_D,1,Medium,0.5332831256253873,5720.014492753626,Sudden abnormal usage drops
4BA0F954979FABF38CF0C6CDDD4EBBDC,Area_D,1,Medium,0.5419339703833911,1770.7037681159434,
54624750B7C0A353A21A509B0582C49A,Area_A,1,Medium,0.5279260997029385,977.8472463768126,Much lower usage than nearby consumers
2A37DDA40193664AB77AD2CDB3427365,Area_C,1,Medium,0.5007279479400216,1454.4802898550743,Much lower usage than nearby consumers
EF6FB588B90B86E7B11EA1DA8E66A579,Area_A,1,Medium,0.5016101643881443,2011.757391304348,
1372264AA974605C750DFDD62BFC4062,Area_C,1,Medium,0.6409464238120182,726.9388405797101,"Long zero consumption pattern, Much lower usage than nearby consumers"
40A9350605B9FF747D0880B85A83450A,Area_C,1,Medium,0.538153998302319,2015.3994202898557,Much lower usage than nearby consumers
BBA036B96BAF5611A21610411E511ACD,Area_A,1,Medium,0.4984785665152941,10020.155072463762,Sudden abnormal usage drops
BED1B8C8272AA25499B0E458E1419EC7,Area_A,1,Medium,0.5215197250815315,3700.703188405794,
010AD5065C4D231D00D36E36D3BEB859,Area_C,1,Medium,0.6421842769656341,499.3333333333338,"Long zero consumption pattern, Much lower usage than nearby consumers"
870F304A240856A5D2384EFCA1203170,Area_B,1,Medium,0.6470123129905071,522.0173913043478,"Long zero consumption pattern, Much lower usage than nearby consumers"
39CC2B755A9339443E0155634CA7C6D4,Area_D,1,Medium,0.5934953767956019,2829.0226086956536,
975FC40987A3E65602FFFFAF20DEC596,Area_A,1,Medium,0.5142450074515155,1846.2144927536192,
E30540A0B79E99305047DDF487494A16,Area_D,1,Medium,0.7,0.0,"Long zero consumption pattern, Much lower usage than nearby consumers"
4E954A4E6F17FC88B0CB8084B6B12364,Area_B,1,Medium,0.6420924409786916,732.0904347826092,"Long zero consumption pattern, Much lower usage than nearby consumers"
D1160194CE7C012ACED86C7418BB5340,Area_B,1,Medium,0.48841848847216224,22334.38260869567,Sudden abnormal usage drops
4A98563829B8F0D1BF6A4A6B3A367FC9,Area_B,1,Medium,0.5032801252792938,1388.6843478260862,Much lower usage than nearby consumers
461A116AD32BA0FF8ED82D320217C22E,Area_A,1,Medium,0.552004583858055,14270.258840579725,Sudden abnormal usage drops
ABD3396FAE9A0AFACC1A0411C96FB74A,Area_B,1,Medium,0.6402506813011359,934.2159420289861,"Long zero consumption pattern, Much lower usage than nearby consumers"
0A2F5CBB74C654F66595674287770BE2,Area_A,1,Medium,0.5126990269684144,3943.138550724643,
9C2EF537274B51FA8FD24543A8E078D0,Area_B,1,Medium,0.6408400642858457,1908.313623188407,Long zero consumption pattern
C8B41569B929459C4CBB615553BA0B2D,Area_D,1,Medium,0.6418608492490638,840.308405797102,"Long zero consumption pattern, Much lower usage than nearby consumers"
EA64171AF04C9EE905F4921C02F17952,Area_D,1,Medium,0.5353538770893428,1791.7057971014501,
B3B4BDA2A3B34F3D8C56B25AD104EC7C,Area_C,1,Medium,0.5596039526067579,2784.715652173914,
481AFF61645E4ADF79F86B230A288726,Area_D,1,Medium,0.6408993497791908,785.3289855072463,"Long zero consumption pattern, Much lower usage than nearby consumers"
1C00BB2E851B50CF3DA33517F71D23C5,Area_C,1,Medium,0.5598927682548935,1168.1518840579706,Much lower usage than nearby consumers
C4E56354666D71B76DD0880E7979B328,Area_D,1,Medium,0.5226096559421298,1085.5904347826101,Much lower usage than nearby consumers
EA85331658140AAD231ED5858BAE64FC,Area_A,1,Medium,0.6414955390905197,849.8060869565218,"Long zero consumption pattern, Much lower usage than nearby consumers"
E0C06F119A4F7B63634DB27A6ACE3BF4,Area_D,1,Medium,0.5024672342640747,3631.892173913042,Sudden abnormal usage drops
DE8AB3DDAA5E8276CC6FB05D045345D2,Area_C,1,Medium,0.6367075720269375,3958.0515942028974,Long zero consumption pattern
2BBB4ECA7499E5F785B1EDF1FC754834,Area_C,1,Medium,0.6409228966669646,724.6359420289855,"Long zero consumption pattern, Much lower usage than nearby consumers"
98E17AD63667CC656B73F999F6FBACA8,Area_B,1,Medium,0.5982800010166515,3184.3750724637666,
C51F242260112636B95F316656301FAF,Area_A,1,Medium,0.622642937858189,1032.601449275362,"Long zero consumption pattern, Much lower usage than nearby consumers"
FD861B89684BFD02A12356707D461578,Area_D,1,Medium,0.5419138510688967,4605.646956521735,Sudden abnormal usage drops
77DD7F0F61508AD1F2D8A9CA1DD8D396,Area_B,1,Medium,0.5053633392155039,2850.0469565217372,
B765254800E48BB4887A3458A2FE4F7F,Area_D,1,Medium,0.5292119423188288,1693.0118840579698,
CDBFE28FA28D9C285A4B64D46AF38220,Area_D,1,Medium,0.640895688582114,886.0275362318843,"Long zero consumption pattern, Much lower usage than nearby consumers"
76CECEAC952F92755AFB297B58D2045D,Area_B,1,Medium,0.6942170976028554,30.65594202898551,"Long zero consumption pattern, Much lower usage than nearby consumers"
1E326172C646A418289C4A0070D32D30,Area_B,1,Medium,0.6423862440347686,940.6742028985503,"Long zero consumption pattern, Much lower usage than nearby consumers"
D7B9C91A6CEEC675D88B7445B88A6C64,Area_B,1,Medium,0.6473574019217471,201.56347826086943,"Long zero consumption pattern, Much lower usage than nearby consumers"
33FC6F6D4F8F3787FA0314DFD76E17D3,Area_B,1,Medium,0.5110274529978026,673.6373913043469,Much lower usage than nearby consumers
8DB91C5404B043130B540FC43DC48B25,Area_B,1,Medium,0.5506638682519598,682.3417391304347,Much lower usage than nearby consumers
AEA4F55CE4EC2268D84D6D2A2897628D,Area_D,1,Medium,0.5059045422407898,1168.2553623188433,Much lower usage than nearby consumers
5B287E5C1A0B026E1592B9F321088334,Area_B,1,Medium,0.5486178620907272,1761.356231884057,Much lower usage than nearby consumers
A3DC09520900B83123A7D3352532454F,Area_A,1,Medium,0.5891066285132924,2595.289565217392,
3AB99E20C2FA51278D4655A0C8EDD09A,Area_C,1,Medium,0.5456682974553924,620.42115942029,Much lower usage than nearby consumers
1B4B54C17ECCB0DF9AA07EADCC93C8FE,Area_B,1,Medium,0.6423048366662633,705.3727536231886,"Long zero consumption pattern, Much lower usage than nearby consumers"
6267381009A3E393ACED934BA15DC7BF,Area_B,1,Low,0.3744677571481848,233040.22608695598,Sudden abnormal usage drops
725F7ACD041750F99CCE33359E881BD8,Area_D,1,Medium,0.6011489240441317,5040.610724637683,
8D4D278ACA01D290B0116A2B14A34455,Area_B,1,Medium,0.559153406997108,1038.9765217391296,Much lower usage than nearby consumers
BC6E230548A7430551C00A407BE5E397,Area_B,1,Medium,0.5820956780141647,23750.411594202913,Sudden abnormal usage drops
E720AD5712B7107D028A6C19A099600F,Area_B,1,Medium,0.5002224570273048,5155.309275362322,Sudden abnormal usage drops
4211FE81A01543F146C1156668D3C6E2,Area_D,1,Medium,0.5138420651921042,922.7156521739122,Much lower usage than nearby consumers
86389EE6F32A43F90209F552BB623254,Area_B,1,Medium,0.5132910006524366,2951.638260869564,
8E20942291DBB0C80CF3B2EFFF305CC0,Area_C,1,Medium,0.5995468421698238,4442.81275362319,
9928B090D98C8FF51A33302972CFB5D0,Area_D,1,Medium,0.6440941899146614,170.41246376811583,"Long zero consumption pattern, Much lower usage than nearby consumers"
C8B6DB88618B6F5329BE597A3B3005AD,Area_C,1,Medium,0.607937363122433,2576.1886956521757,
77C2506D96B1AE15E609C7697C056AAC,Area_D,1,Medium,0.5226905130946451,1962.1953623188392,
F331105748AE7889F608BF536F089297,Area_B,1,Medium,0.5407489684607816,2878.144347826091,
9B4AC0FDD7992A99E041ADB1D5A47C4B,Area_C,1,Medium,0.6503832404216451,793.6498550724632,"Long zero consumption pattern, Much lower usage than nearby consumers"
A4D3EE33E8B64C3DB4CD545D3C25F725,Area_D,1,Medium,0.6473652495154871,187.35652173913053,"Long zero consumption pattern, Much lower usage than nearby consumers"
02FBD77F2625978935CD671F36563A2C,Area_A,1,Medium,0.49987352858542533,2311.953913043479,
4873ABF4EA23900D5C14BBB2BC3DDC87,Area_B,1,Medium,0.5185763275708755,2034.6118840579734,
DCD7B1A7207B1C438E226DC182D13576,Area_D,1,Medium,0.6797093502416592,30.96434782608697,"Long zero consumption pattern, Much lower usage than nearby consumers"
CE7C047307E1E0D4DACD863E1B032BDD,Area_A,1,Medium,0.5641615904030741,756.9942028985516,Much lower usage than nearby consumers
07AEB4D3D4C4BC648349E39839A3637B,Area_D,1,Medium,0.5973542853102224,1110.2385507246374,Much lower usage than nearby consumers
D82D7EEF044DD10DB6B802022A270EC6,Area_A,1,Medium,0.49934110956692546,5094.766376811597,Sudden abnormal usage drops
9BFB123F8F4963A8F772808DCA54531E,Area_B,1,Medium,0.5061507395244788,5204.542608695647,
97C907CAA96121EAD4AEA1B35EB514E9,Area_C,1,Medium,0.657150052566355,9474.700869565213,"Long zero consumption pattern, Sudden abnormal usage drops"
AB23E6E81C05B579285C5FA927D68E4D,Area_A,1,Medium,0.6613355351073507,106.48115942028977,"Long zero consumption pattern, Much lower usage than nearby consumers"
C2D6E22BB53D4940E022B4A107E203B3,Area_D,1,Medium,0.5394216240055113,1125.4518840579703,Much lower usage than nearby consumers
BBF1A5F01F7AA846974A87DED8D50E1D,Area_B,1,Medium,0.49301917114316113,19039.590144927515,Sudden abnormal usage drops
2282C792CCDD7EF7B66E2FE8E96DEDAC,Area_A,1,Medium,0.5005744914222588,767.7782608695652,Much lower usage than nearby consumers
BA97441D72060E21BA744102EEFD995F,Area_D,1,Medium,0.6410515451480575,556.68463768116,"Long zero consumption pattern, Much lower usage than nearby consumers"
DC9D17052A3BE6ACA1F12D9E9FEFB162,Area_D,1,Medium,0.6878256877313026,4.7944927536231905,"Long zero consumption pattern, Much lower usage than nearby consumers"
20529909E4ACF1C06FC86C299CEA7816,Area_D,1,Medium,0.6048842680199431,5344.398550724631,Sudden abnormal usage drops
06B225C6507B448CD48238E4AFD8E245,Area_A,1,Medium,0.5728471837020614,2237.676811594208,
F9DBC7B29BCD069FB5ABF0BA54007D6B,Area_A,1,Medium,0.6271826283641959,793.88115942029,"Long zero consumption pattern, Much lower usage than nearby consumers"
9158F90F84621FAEF6943B0AA2B2067A,Area_A,1,Medium,0.5127089683075441,2359.1420289855027,
E0862CBD0464242E4A7CDABCED216CFE,Area_C,1,Medium,0.6421163518105308,272.56579710144945,"Long zero consumption pattern, Much lower usage than nearby consumers"
9E19540D551751874FEDFE6A8ED1F50D,Area_A,1,Medium,0.517243590887069,2758.4626086956487,
4AED483768BBEA3E08E4F3EB343E1398,Area_A,1,Medium,0.5454237650951982,1403.175362318842,Much lower usage than nearby consumers
1DC5D54F77F201FDF411BAFEA1431E77,Area_A,1,Medium,0.5393622484119978,898.7979710144923,Much lower usage than nearby consumers
8A3893A71BAF78ED6C32AE5E1DFA1E94,Area_C,1,Medium,0.5386686447975311,1870.2924637681188,Much lower usage than nearby consumers
57DFEAABAA5ED03D90A524BF5B9B4303,Area_A,1,Medium,0.5413901963802288,1727.192173913043,Much lower usage than nearby consumers
1D2ABA84ABB9E5BF86BB63F48AD0F921,Area_D,1,Medium,0.6408209329798557,959.5782608695654,"Long zero consumption pattern, Much lower usage than nearby consumers"
68D809E234CB78E4E5ED9C5684B0E9F2,Area_A,1,Medium,0.5060815646564009,1544.4556521739146,Much lower usage than nearby consumers
1998E1F498811FB5FB70A886D43AB083,Area_D,1,Medium,0.7,0.0,"Long zero consumption pattern, Much lower usage than nearby consumers"
1243A4858DC0A82572598ADC5F7E3465,Area_D,1,Medium,0.6408827723903587,1281.5234782608698,"Long zero consumption pattern, Much lower usage than nearby consumers"
DE1E018C53E165D342881148EC2A15A6,Area_D,1,Medium,0.6799092155769622,15.404057971014495,"Long zero consumption pattern, Much lower usage than nearby consumers"
B8A80B60CD22C86D3F141251A49B16FC,Area_C,1,Medium,0.5014008827957985,3816.247826086954,Sudden abnormal usage drops
72D2D903B6C65B427E7280AEBD83D167,Area_C,1,Medium,0.5326876603143542,3628.735072463767,Sudden abnormal usage drops
6A4E006B8818390DC3DE2C5DA40E9F87,Area_C,1,Medium,0.5623498845401984,529.2689855072458,Much lower usage than nearby consumers
7CE1E80DA20B9878A866B3AB6AE1EBCD,Area_A,1,Medium,0.6346179070533892,14492.816231884059,"Long zero consumption pattern, Sudden abnormal usage drops"
1A6C6745AFC79996BC883BD1AC40C335,Area_D,1,Medium,0.5921210294094947,863.2298550724639,Much lower usage than nearby consumers
1F7292E9D7255A6BCFF97F93C1FA4726,Area_C,1,Medium,0.539067013347799,17773.036521739134,Sudden abnormal usage drops
F49A7B93598D4B26EB645B57E2675243,Area_C,1,Medium,0.5707616946497092,746.4313043478269,Much lower usage than nearby consumers
84F4BFD7A75467F3B469A6787AA33AD8,Area_A,1,Medium,0.6410969120037044,393.88289855072446,"Long zero consumption pattern, Much lower usage than nearby consumers"
366A34961B7262410150B1917D88254E,Area_C,1,Medium,0.5439877753849978,1592.4046376811593,Much lower usage than nearby consumers
7516FBFFB7D39E03C89772161C7FDA98,Area_A,1,Medium,0.6017940850929488,8546.92086956522,Sudden abnormal usage drops
1CFF62F95FBC4C973FF8678AC2B438FA,Area_B,1,Medium,0.5173290414801681,1977.5710144927534,
1F81A6F7B03EA728C225B29F59A8C258,Area_C,1,Medium,0.6589271765681683,267.8869565217392,"Long zero consumption pattern, Much lower usage than nearby consumers"
6BAED28FA2C707C0B5252E599AECE21C,Area_B,1,Medium,0.6410180651215971,4146.97652173913,Long zero consumption pattern
F40D3A0A45C35A292B3ECDBC769B3AAC,Area_A,1,Medium,0.5295833492388855,1754.6402898550725,Much lower usage than nearby consumers
78DD6E5BBEA8051AB65627FB4E7AEA0F,Area_D,1,Medium,0.5130522622292725,3288.2895652173925,
6C5AA1EEEC3CEC535652CCE14BA49E70,Area_C,1,Medium,0.6442418214920244,685.5333333333331,"Long zero consumption pattern, Much lower usage than nearby consumers"
78297F17CC7ECCBD07DFE236401E0B4F,Area_A,1,Medium,0.5016628685898281,1876.8379710144923,
3CE4D3438CEEF5F75F6E109D118ACECE,Area_D,1,Medium,0.6416523336244568,560.8136231884054,"Long zero consumption pattern, Much lower usage than nearby consumers"
885A7554AB657CB19E5C5318B7F84234,Area_D,1,Medium,0.5330363625161394,1577.9379710144922,Much lower usage than nearby consumers
AB9EC5009B95CC354EED52D021E8A7FF,Area_B,1,Medium,0.6416401446894454,469.95159420289866,"Long zero consumption pattern, Much lower usage than nearby consumers"
29C0D2219A24083323E9C7FA75B336C7,Area_A,1,Medium,0.5050900971021205,2982.2394202898577,
4AA7D333A0BFF0F2CAA02D98D645FBDA,Area_D,1,Medium,0.5416172877389676,671.3953623188412,Much lower usage than nearby consumers
4C07126084E751DAFFFB50884F0D66FB,Area_C,1,Medium,0.5165204839965323,1798.4359420289854,Much lower usage than nearby consumers
8E3A88E35BCCB8A54087154A946CB8B3,Area_C,1,Medium,0.6419226048788254,1093.0611594202896,"Long zero consumption pattern, Much lower usage than nearby consumers"
0A8FF0F7EE68CE6D37523985592CD5DE,Area_B,1,Medium,0.545166252745502,1913.994782608694,
0A5EEBBF665D8A1817463422D233E003,Area_D,1,Medium,0.5042368002926643,2482.0214492753653,
4AAD82CF8FACFDB7107B4C6D688601E6,Area_A,1,Medium,0.5408987906784859,1939.3165217391306,
B7B9488E3A7EAC486091B31D26D822C2,Area_C,1,Medium,0.64643382097469,165.42521739130447,"Long zero consumption pattern, Much lower usage than nearby consumers"
6A649D6AED5BD9BA764D2845D837DBCA,Area_D,1,Medium,0.5163080547826738,1241.935942028988,Much lower usage than nearby consumers
5AA2B703114808CFCC04DC3923B99CA2,Area_D,1,Medium,0.5008466951505376,4044.8049275362305,Sudden abnormal usage drops
AEC7DD89BF02F672CE1BCB2F0C100243,Area_B,1,Medium,0.535967580261201,1731.317101449274,Much lower usage than nearby consumers
5EAEFAE1CCDE5EBA19ECB4AF8A02FBD5,Area_C,1,Medium,0.5132109394007814,7447.614492753621,Sudden abnormal usage drops
A64E978A221146ACE5F56A876D7ACE42,Area_C,1,Medium,0.6411104907538488,327.344347826087,"Long zero consumption pattern, Much lower usage than nearby consumers"
AD7D8E5FB1E5E263BE3C102B15190CC4,Area_A,1,Medium,0.5362150557353634,2679.973333333331,
E369FC8334CC32C24FE9EFA2BE9CD88B,Area_C,1,Medium,0.6413705394554079,649.7582608695652,"Long zero consumption pattern, Much lower usage than nearby consumers"
D076FDC891800CA297B7CE4BEF149032,Area_A,1,Medium,0.6281043693819238,28300.9411594203,"Long zero consumption pattern, Sudden abnormal usage drops"
E3530276F259EB681821F7B8C7D32B62,Area_C,1,Medium,0.5793886300556977,2380.251594202903,
1C5FCD01C6D2902AF47A0C40DA043AE0,Area_B,1,Medium,0.5025996118023738,2715.975652173915,
E2551B69A0940465CC6DB75F84DC6B39,Area_C,1,Medium,0.5014186107083959,966.8298550724633,Much lower usage than nearby consumers
6079E6DA93F6409DDB9C6CEBE2147A4B,Area_A,1,Medium,0.6713792374907108,111.67536231884058,"Long zero consumption pattern, Much lower usage than nearby consumers"
9DB4E65129BBBCC19A43738E01983037,Area_A,1,Medium,0.5367433476406365,1775.9365217391298,Much lower usage than nearby consumers
9E617DFDC49CE425C06072169FBF35E2,Area_B,1,Medium,0.5901948976168255,107.26434782608693,Much lower usage than nearby consumers
75A4F877F978C77A91895D09346D5B10,Area_C,1,Medium,0.6315859086404012,77.51942028985502,"Long zero consumption pattern, Much lower usage than nearby consumers"
1D51DFEE0E7BB943085CA45E9F0A1E1B,Area_C,1,Medium,0.5670154841825173,2614.9707246376734,Sudden abnormal usage drops
64574F86AC8FCF815287681D4301399B,Area_B,1,Medium,0.5023928022507674,3252.8330434782633,
C2376EE6B8ABDA9D42CC487E14A41B44,Area_C,1,Medium,0.5741656193613311,1574.908695652174,Much lower usage than nearby consumers
12BC970F30356B88CFC8F226A79DE839,Area_C,1,Medium,0.6406290269229274,1426.2084057971017,"Long zero consumption pattern, Much lower usage than nearby consumers"
8A186DA960EABFA32799B305718B44BB,Area_A,1,Medium,0.5456934036660388,589.6678260869586,Much lower usage than nearby consumers
47860AF2FAE1E3BE2007D05B8DE7A72E,Area_C,1,Medium,0.5422579021180346,178.81855072463773,Much lower usage than nearby consumers
80F66F411D5F2CE95E1E96115DEA4DD7,Area_C,1,Medium,0.641194470882163,1837.6602898550727,"Long zero consumption pattern, Much lower usage than nearby consumers"
3391B26D7F0BB7D1D34C9A12FA0F39F6,Area_B,1,Medium,0.6411972147042315,134.71449275362318,"Long zero consumption pattern, Much lower usage than nearby consumers"
389817E04DC47E70572AAA9D4651BD4E,Area_B,1,Medium,0.5228848498798065,1662.5142028985517,Much lower usage than nearby consumers
5FB75630AE956EA9D5978E1FC7C75FA6,Area_D,1,Medium,0.6406937510939518,1241.6498550724637,"Long zero consumption pattern, Much lower usage than nearby consumers"
1D593809A8253365A0385894E1734960,Area_A,1,Medium,0.6467367854487077,1192.3799999999987,"Long zero consumption pattern, Much lower usage than nearby consumers"
850DB31D373CB95A5F0616025CD95F25,Area_C,1,Medium,0.5000880091472538,1308.1742028985516,Much lower usage than nearby consumers
107323A182164E600268471F326AE2F9,Area_C,1,Medium,0.6432932852586066,202.72202898550714,"Long zero consumption pattern, Much lower usage than nearby consumers"
738BF721BF8DA7D6EA16BB1756C1AA13,Area_D,1,Medium,0.6474199972988778,58.526086956521745,"Long zero consumption pattern, Much lower usage than nearby consumers"
1F7CFA116CE8F70AD0FE4C2DAE6A46BC,Area_C,1,Medium,0.5070588300940871,6322.75913043479,Sudden abnormal usage drops
05255895C523A8E2CF7B9F592735C088,Area_A,1,Medium,0.5034038775863888,2558.8246376811608,
00855AAF5B5E7CF11A5260D3AD50B7C8,Area_D,1,Medium,0.563149144748123,815.881449275362,Much lower usage than nearby consumers
E3FE7F12034C1536967B77FF8D98589A,Area_A,1,Medium,0.6175703032151884,649.9104347826086,Much lower usage than nearby consumers
4DAD8184D2EFF0A5E3E1620F47B240A2,Area_D,1,Medium,0.5030139562236069,1329.1660869565237,Much lower usage than nearby consumers
2DAD165F26724F2F05BD6D4E41610622,Area_D,1,Medium,0.6413206233044428,2070.7785507246376,Long zero consumption pattern
42084C1098984A196B73390B1B7E5E49,Area_B,1,Medium,0.5458059903347907,1083.5208695652161,Much lower usage than nearby consumers
3BF175B5C64C487433127F3E704CE4C6,Area_A,1,Medium,0.5544401706330215,2433.386666666669,Sudden abnormal usage drops
